건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus,카페수,헬스장수,학원수,기타학원수,독서실수,사우나수
골드타워,서울특별시 동작구 신대방동 351-5번지,0,0,0,0,0,0,0,0,동작구,신대방동,44701.0,0.0561061273797006,0.247019082347151,0.1508243663452719,0.303505514418022,21108.0,0.4453761606973659,0.2093519044911881,0.3452719348114459,79.0,33.0,63.0,64.0,9.0,6.0
공덕 SK 리더스뷰,서울특별시 마포구 공덕동 385-65번지,0,1,1,1,0,0,0,0,마포구,공덕동,25223.0,0.0635927526463941,0.2255084644966895,0.1330135194068905,0.3541608849066328,12559.0,0.4657217931363962,0.2162592563102157,0.318018950553388,64.0,30.0,47.0,76.0,4.0,4.0
공덕1주택재건축,서울특별시 마포구 공덕동 105-84번지,1,1,1,1,0,1,1,0,마포구,공덕동,25223.0,0.0635927526463941,0.2255084644966895,0.1330135194068905,0.3541608849066328,12559.0,0.4657217931363962,0.2162592563102157,0.318018950553388,64.0,30.0,47.0,76.0,4.0,4.0
공덕자이,서울특별시 마포구 아현동 380번지,0,0,1,1,0,0,0,0,마포구,아현동,28131.0,0.0844619814439586,0.2294977071558067,0.1221783797234367,0.3455262877252852,12786.0,0.3768966056624433,0.2472235257312685,0.3758798686062881,51.0,23.0,49.0,61.0,2.0,5.0
공덕현대아파트 소규모재건축정비사업,서울특별시 마포구 공덕동 370-9번지,0,0,0,1,0,0,0,0,마포구,공덕동,25223.0,0.0635927526463941,0.2255084644966895,0.1330135194068905,0.3541608849066328,12559.0,0.4657217931363962,0.2162592563102157,0.318018950553388,64.0,30.0,47.0,76.0,4.0,4.0
공동주택 및 근린생활시설,서울특별시 동대문구 제기동 120-104번지,1,1,1,1,0,0,1,1,동대문구,제기동,22710.0,0.031263760457948,0.3361074416556583,0.1906649053280493,0.2430206957287538,13086.0,0.5897906159254165,0.1986092006724744,0.2116001834021091,62.0,14.0,29.0,47.0,1.0,6.0
공동주택(아파트),서울특별시 서초구 잠원동 56-2번지,1,1,0,1,0,1,1,1,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
공릉1(태릉현대)주택재건축정비사업,서울특별시 노원구 공릉동 230번지,0,0,0,0,0,0,0,0,노원구,공릉동,76533.0,0.0526700900265245,0.2539688761710634,0.1755974546927469,0.279722472658853,36602.0,0.4498934484454401,0.2116824217255887,0.3384241298289711,172.0,72.0,85.0,158.0,20.0,16.0
공릉동 대명아파트,서울특별시 노원구 공릉동 270-71번지,0,0,1,1,0,0,0,0,노원구,공릉동,76533.0,0.0526700900265245,0.2539688761710634,0.1755974546927469,0.279722472658853,36602.0,0.4498934484454401,0.2116824217255887,0.3384241298289711,172.0,72.0,85.0,158.0,20.0,16.0
공릉삼익2차아파트,서울특별시 노원구 공릉동 754번지,0,0,0,0,1,0,0,0,노원구,공릉동,76533.0,0.0526700900265245,0.2539688761710634,0.1755974546927469,0.279722472658853,36602.0,0.4498934484454401,0.2116824217255887,0.3384241298289711,172.0,72.0,85.0,158.0,20.0,16.0
공릉아파트,서울특별시 노원구 공릉동 708번지,0,0,0,0,0,0,0,0,노원구,공릉동,76533.0,0.0526700900265245,0.2539688761710634,0.1755974546927469,0.279722472658853,36602.0,0.4498934484454401,0.2116824217255887,0.3384241298289711,172.0,72.0,85.0,158.0,20.0,16.0
공항동 원룸형도시형생활주택,서울특별시 강서구 공항동 53-9번지,0,0,0,0,0,0,0,0,강서구,공항동,17168.0,0.0332595526561043,0.2910647716682199,0.1517357875116495,0.3171598322460391,9979.0,0.5808197214149714,0.2165547650065137,0.2026255135785148,46.0,24.0,60.0,69.0,2.0,2.0
관악 한일 유앤아이,서울특별시 관악구 봉천동 1727번지,0,0,1,0,0,0,0,0,관악구,봉천동,218346.0,0.0363872019638555,0.2411997471902393,0.2223306128804741,0.3120597583651635,127594.0,0.6105381130774175,0.1829474740191545,0.206514412903428,57.0,29.0,18.0,39.0,16.0,9.0
관악드림타운,서울특별시 관악구 봉천동 산101번지,0,0,0,0,1,0,0,0,관악구,봉천동,218346.0,0.0363872019638555,0.2411997471902393,0.2223306128804741,0.3120597583651635,127594.0,0.6105381130774175,0.1829474740191545,0.206514412903428,57.0,29.0,18.0,39.0,16.0,9.0
관악파크 푸르지오,서울특별시 관악구 봉천동 100-2번지,0,1,1,1,0,0,0,0,관악구,봉천동,218346.0,0.0363872019638555,0.2411997471902393,0.2223306128804741,0.3120597583651635,127594.0,0.6105381130774175,0.1829474740191545,0.206514412903428,57.0,29.0,18.0,39.0,16.0,9.0
광성연립,서울특별시 영등포구 당산동4가 74번지,0,0,1,0,0,0,0,0,영등포구,당산동4가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,192.0,85.0,86.0,205.0,9.0,20.0
광성연립재건축아파트,서울특별시 강서구 방화동 553-3번지,0,0,0,0,0,0,0,0,강서구,방화동,60833.0,0.0443509279502901,0.3334867588315552,0.1101540282412506,0.3013167195436687,31300.0,0.4803833865814697,0.2459424920127795,0.2736741214057508,135.0,60.0,112.0,162.0,16.0,19.0
광장자이아파트,서울특별시 광진구 광장동 581번지,0,0,1,1,0,0,0,0,광진구,광장동,33554.0,0.0707218215413959,0.1875484293973892,0.1111044882875365,0.2962985039041545,11863.0,0.1976734384219843,0.1795498609120795,0.6227767006659362,48.0,23.0,59.0,70.0,6.0,7.0
광장힐스테이트,서울특별시 광진구 광장동 427번지,0,0,1,1,0,0,0,0,광진구,광장동,33554.0,0.0707218215413959,0.1875484293973892,0.1111044882875365,0.2962985039041545,11863.0,0.1976734384219843,0.1795498609120795,0.6227767006659362,48.0,23.0,59.0,70.0,6.0,7.0
광진 파크 프라이빗,서울특별시 광진구 구의동 204-3번지,0,0,0,0,1,0,0,0,광진구,구의동,75353.0,0.046248988096028,0.2503417249479118,0.1547250938914177,0.311971653417913,36702.0,0.4548525965887418,0.2219770039779848,0.3231703994332734,154.0,92.0,175.0,211.0,29.0,21.0
광진구 화양동 32-12 가로주택정비사업 아파트,서울특별시 광진구 화양동 32-12번지,0,0,0,0,0,0,0,0,광진구,화양동,22629.0,0.0122409297803703,0.1422510937292854,0.4407176631755711,0.2972734102258164,18011.0,0.8293820443062573,0.1058242185331186,0.064793737160624,146.0,33.0,26.0,69.0,7.0,4.0
광진스위트엠 아파트,서울특별시 광진구 화양동 499-18번지,0,0,0,0,0,0,0,0,광진구,화양동,22629.0,0.0122409297803703,0.1422510937292854,0.4407176631755711,0.2972734102258164,18011.0,0.8293820443062573,0.1058242185331186,0.064793737160624,146.0,33.0,26.0,69.0,7.0,4.0
광진하우스토리 한강,서울특별시 광진구 자양동 813번지,0,0,1,0,0,0,0,0,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
구로구 고척동 아파트,서울특별시 구로구 고척동 156-18번지,0,0,1,1,0,0,0,0,구로구,고척동,51714.0,0.0560776578876126,0.2939629500715474,0.117743744440577,0.2919905634837761,23066.0,0.3533772652388797,0.2711783577560045,0.3754443770051157,64.0,51.0,81.0,97.0,11.0,8.0
구로동440번지일대(보광아파트)재건축정비사업,서울특별시 구로구 구로동 440번지,0,1,1,1,1,1,0,0,구로구,구로동,111925.0,0.0439222693768148,0.287076167076167,0.1435782890328344,0.3121733303551485,60012.0,0.523628607611811,0.2224721722322202,0.2538992201559688,312.0,128.0,105.0,278.0,18.0,54.0
구로지웰,서울특별시 구로구 구로동 329-27번지,0,0,1,1,0,0,0,0,구로구,구로동,111925.0,0.0439222693768148,0.287076167076167,0.1435782890328344,0.3121733303551485,60012.0,0.523628607611811,0.2224721722322202,0.2538992201559688,312.0,128.0,105.0,278.0,18.0,54.0
구립 약수경로당 행복주택 복합시설,서울특별시 동작구 상도동 211-438번지,0,0,0,1,0,0,0,0,동작구,상도동,113277.0,0.0493304024647545,0.2680773678681462,0.1642345754213123,0.2947553342690925,55832.0,0.461258776328987,0.2232411520275111,0.3155000716435019,176.0,70.0,161.0,221.0,40.0,10.0
구의동 청년주택,서울특별시 광진구 구의동 246-10번지,1,1,0,0,0,0,1,1,광진구,구의동,75353.0,0.046248988096028,0.2503417249479118,0.1547250938914177,0.311971653417913,36702.0,0.4548525965887418,0.2219770039779848,0.3231703994332734,154.0,92.0,175.0,211.0,29.0,21.0
군관사(공릉) 위탁개발사업 공공주택 건설사업,서울특별시 노원구 공릉동 240-1번지,1,1,1,1,0,1,1,0,노원구,공릉동,76533.0,0.0526700900265245,0.2539688761710634,0.1755974546927469,0.279722472658853,36602.0,0.4498934484454401,0.2116824217255887,0.3384241298289711,172.0,72.0,85.0,158.0,20.0,16.0
군인아파트,서울특별시 송파구 장지동 블록,0,1,1,1,0,0,0,0,송파구,장지동,42601.0,0.1060773221285885,0.1994319382174127,0.0926973545221943,0.3307199361517335,15094.0,0.1651649662117397,0.2527494368623294,0.5820855969259309,40.0,32.0,43.0,61.0,6.0,1.0
궁동 에스하임,서울특별시 구로구 궁동 192-7번지,0,1,1,0,0,1,0,0,구로구,궁동,13757.0,0.0447772043323399,0.3280511739478083,0.1170313295049792,0.2600857745147925,6231.0,0.3633445674851548,0.2790884288236238,0.3575670036912213,103.9,50.9,72.7,123.0,11.3,18.5
그린나래,서울특별시 구로구 오류동 118-43번지,0,0,0,0,0,0,0,0,구로구,오류동,42619.0,0.0465520073206785,0.2975668129238133,0.1436213895211056,0.30371430582604,21933.0,0.4863447772762504,0.235626681256554,0.2780285414671955,48.0,32.0,61.0,91.0,11.0,11.0
그린씨티아파트,서울특별시 강서구 내발산동 716-16번지,0,0,0,0,1,0,0,0,강서구,내발산동,44212.0,0.061272957568081,0.2298018637473989,0.1190400796163937,0.2850809734913598,17154.0,0.2532353969919552,0.2428588084411799,0.5039057945668649,133.2,69.6,106.4,152.0,13.7,20.7
금강 아미움 아파트,서울특별시 동대문구 장안동 574번지,0,0,0,0,0,0,0,0,동대문구,장안동,69578.0,0.0624766449164965,0.2681451033372617,0.1194486763057288,0.3196268935583086,32968.0,0.4276267896141713,0.2325285124969667,0.3398446978888619,128.0,85.0,140.0,150.0,16.0,21.0
금강리버파크 도시형생활주택(단지형다세대주택),서울특별시 중랑구 묵동 242-51번지,0,0,0,0,0,0,0,0,중랑구,묵동,51033.0,0.0453823996237728,0.2943977426371171,0.132110595105128,0.2860502028099465,24094.0,0.4155806424836059,0.2518884369552586,0.3325309205611355,80.3,39.0,66.3,88.7,8.4,9.9
금강아파트,서울특별시 구로구 오류동 343번지,0,0,0,0,0,0,0,0,구로구,오류동,42619.0,0.0465520073206785,0.2975668129238133,0.1436213895211056,0.30371430582604,21933.0,0.4863447772762504,0.235626681256554,0.2780285414671955,48.0,32.0,61.0,91.0,11.0,11.0
금광포란재아파트,서울특별시 도봉구 방학동 714-1번지,0,0,0,0,1,0,0,0,도봉구,방학동,70755.0,0.0420747650342731,0.3470850116599533,0.1117235531057875,0.2403646385414458,31916.0,0.3689058779295651,0.2638801854869031,0.3672139365835318,77.0,65.0,86.0,99.0,8.0,16.0
금오상운 도시형생활주택(단지형연립주택),서울특별시 도봉구 도봉동 597-55번지,0,0,0,0,0,0,0,0,도봉구,도봉동,45301.0,0.041433963930156,0.4000794684444052,0.0997549722964172,0.2431734398799143,22098.0,0.4149696805140737,0.2817449542945063,0.30328536519142,71.0,39.0,28.0,53.0,4.0,12.0
금천에듀포레 아파트(가칭),서울특별시 금천구 시흥동 1004번지,0,0,0,0,0,0,0,0,금천구,시흥동,97978.0,0.0409275551654453,0.3422196819694217,0.1145155034803731,0.2574659617465145,47161.0,0.4217043743771336,0.2614660418566188,0.3168295837662475,109.0,67.0,108.0,158.0,14.0,22.0
금하뜨라네아파트,서울특별시 양천구 신월동 142-14번지,0,0,1,1,0,0,0,0,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
길음 뉴타운 11단지 롯데캐슬 골든힐스,서울특별시 성북구 정릉동 192-71번지,1,1,1,1,0,1,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
길음4재정비촉진구역 주택재개발,서울특별시 성북구 정릉동 170-1번지,1,0,1,1,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
길음7구역 두산위브아파트,서울특별시 성북구 길음동 1285번지,0,1,1,1,0,1,0,0,성북구,길음동,54703.0,0.0867411293713324,0.2043763596146463,0.1008171398277973,0.3103486097654607,20368.0,0.2235369206598586,0.2229968578161822,0.5534662215239592,58.0,18.0,131.0,108.0,11.0,6.0
길음동 성우스타팰리스,서울특별시 성북구 길음동 1175번지,0,0,0,0,0,0,0,0,성북구,길음동,54703.0,0.0867411293713324,0.2043763596146463,0.1008171398277973,0.3103486097654607,20368.0,0.2235369206598586,0.2229968578161822,0.5534662215239592,58.0,18.0,131.0,108.0,11.0,6.0
길음시장 정비사업,서울특별시 성북구 길음동 535-8번지,1,1,1,1,0,0,1,0,성북구,길음동,54703.0,0.0867411293713324,0.2043763596146463,0.1008171398277973,0.3103486097654607,20368.0,0.2235369206598586,0.2229968578161822,0.5534662215239592,58.0,18.0,131.0,108.0,11.0,6.0
길음역 금호어울림 센터힐,서울특별시 성북구 돈암동 13-7번지,0,1,1,1,0,0,0,0,성북구,돈암동,37572.0,0.0582348557436388,0.2739273927392739,0.1196635792611519,0.270573831576706,14870.0,0.2628110289172831,0.2551445864156019,0.482044384667115,16.0,6.0,122.0,36.0,5.0,2.0
길음역 롯데캐슬 트윈골드,서울특별시 성북구 길음동 542-1번지,1,1,1,1,0,0,1,0,성북구,길음동,54703.0,0.0867411293713324,0.2043763596146463,0.1008171398277973,0.3103486097654607,20368.0,0.2235369206598586,0.2229968578161822,0.5534662215239592,58.0,18.0,131.0,108.0,11.0,6.0
길훈아파트,서울특별시 구로구 개봉동 312-38번지,0,0,1,1,0,1,0,0,구로구,개봉동,81213.0,0.0519621242904461,0.3299841158435226,0.1092435940058857,0.2799921194882592,35932.0,0.3347990649003673,0.2854836914171212,0.3797172436825114,91.0,40.0,91.0,120.0,13.0,20.0
까치산공원 주택재건축아파트,서울특별시 관악구 봉천동 100-2번지,0,1,1,1,0,0,0,0,관악구,봉천동,218346.0,0.0363872019638555,0.2411997471902393,0.2223306128804741,0.3120597583651635,127594.0,0.6105381130774175,0.1829474740191545,0.206514412903428,57.0,29.0,18.0,39.0,16.0,9.0
까치산공원아파트,서울특별시 관악구 봉천동 100-2번지,0,0,0,0,1,0,0,0,관악구,봉천동,218346.0,0.0363872019638555,0.2411997471902393,0.2223306128804741,0.3120597583651635,127594.0,0.6105381130774175,0.1829474740191545,0.206514412903428,57.0,29.0,18.0,39.0,16.0,9.0
꿈의 숲 해링턴 플레이스 아파트,서울특별시 강북구 미아동 3-19번지,1,0,1,1,0,0,1,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
꿈의숲 SK VIEW,서울특별시 노원구 월계동 531번지,1,1,1,1,0,0,1,1,노원구,월계동,73405.0,0.049942102036646,0.3268305973707513,0.1244465635855868,0.266507731080989,34531.0,0.3994961049491761,0.2624308592279401,0.3380730358228838,90.0,35.0,32.0,77.0,9.0,5.0
꿈의숲 푸르지오,서울특별시 성북구 하월곡동 산2-11번지,1,1,1,1,0,0,1,0,성북구,하월곡동,37942.0,0.0555584840018976,0.2750777502503821,0.1338358547256338,0.2778714880607242,17169.0,0.3957132040305201,0.231114217485002,0.3731725784844778,63.2,28.7,74.7,82.8,9.6,4.9
꿈의숲대명루첸아파트,서울특별시 성북구 장위동 317번지,1,1,1,1,0,1,1,0,성북구,장위동,50916.0,0.0620630057349359,0.284880980438369,0.1255401052714274,0.2849006206300573,23550.0,0.3963906581740977,0.2481104033970276,0.3554989384288747,44.0,25.0,50.0,62.0,4.0,4.0
꿈의숲아이파크,서울특별시 성북구 장위동 323번지,1,1,1,1,1,0,1,0,성북구,장위동,50916.0,0.0620630057349359,0.284880980438369,0.1255401052714274,0.2849006206300573,23550.0,0.3963906581740977,0.2481104033970276,0.3554989384288747,44.0,25.0,50.0,62.0,4.0,4.0
나인원 한남,서울특별시 용산구 한남동 680-1번지,0,1,1,1,0,0,0,0,용산구,한남동,13545.0,0.0645256552233296,0.2548541897379107,0.1093392395717977,0.3503137689184201,7160.0,0.5001396648044693,0.2213687150837988,0.2784916201117318,99.0,37.0,14.0,94.0,2.0,6.0
남구로역세권 공공임대주택,서울특별시 구로구 구로동 715-24번지,1,0,1,1,0,0,1,0,구로구,구로동,111925.0,0.0439222693768148,0.287076167076167,0.1435782890328344,0.3121733303551485,60012.0,0.523628607611811,0.2224721722322202,0.2538992201559688,312.0,128.0,105.0,278.0,18.0,54.0
남산 롯데캐슬,서울특별시 중구 회현동1가 37-6번지,0,0,0,1,0,0,0,0,중구,회현동1가,,0.0474138486515548,0.2381357321191441,0.1364577372707663,0.3981227132192371,,0.5322412418381118,0.2462627254238541,0.221496032738034,131.0,14.0,0.0,21.0,0.0,7.0
남서울힐스테이트,서울특별시 금천구 시흥동 789번지,0,1,1,1,0,1,0,0,금천구,시흥동,97978.0,0.0409275551654453,0.3422196819694217,0.1145155034803731,0.2574659617465145,47161.0,0.4217043743771336,0.2614660418566188,0.3168295837662475,109.0,67.0,108.0,158.0,14.0,22.0
남성아파트 주택재건축정비사업,서울특별시 영등포구 문래동2가 35번지,1,1,1,1,0,0,1,0,영등포구,문래동2가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,121.0,50.0,46.0,144.0,7.0,6.0
노들역세권 공공임대주택 건립사업,서울특별시 동작구 본동 402-1번지,0,1,1,1,0,0,0,0,동작구,본동,10563.0,0.0574647353971409,0.2913944902016472,0.1138880999715989,0.3244343463031335,4960.0,0.3981854838709677,0.2683467741935484,0.3334677419354839,121.8,48.5,114.6,159.2,28.6,12.2
노량진 56-1번지 역세권 청년주택,서울특별시 동작구 노량진동 56-1번지,1,1,1,0,0,0,1,1,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노량진 본동 주거복합,서울특별시 동작구 본동 441번지,0,1,1,1,0,0,0,0,동작구,본동,10563.0,0.0574647353971409,0.2913944902016472,0.1138880999715989,0.3244343463031335,4960.0,0.3981854838709677,0.2683467741935484,0.3334677419354839,121.8,48.5,114.6,159.2,28.6,12.2
노량진 쌍용 예가,서울특별시 동작구 노량진동 122-37번지,0,0,1,1,0,0,0,0,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노량진1재정비촉진구역주택재개발정비사업,서울특별시 동작구 노량진동 278-2번지,0,1,1,0,0,0,0,0,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노량진2재정비촉진주상복합,서울특별시 동작구 노량진동 312-75번지,1,1,1,1,0,1,1,0,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노량진4재정비촉진구역 주택재개발정비사업,서울특별시 동작구 노량진동 227-5번지,0,1,1,1,0,0,0,0,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노량진5구역 주택재개발정비사업 신축공사,서울특별시 동작구 노량진동 270-3번지,0,0,1,1,0,0,0,0,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노량진6재정비촉진구역 주택재개발아파트,서울특별시 동작구 노량진동 294-220번지,1,0,1,1,0,0,1,0,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노량진8재정비촉진구역주택재개발정비사업,서울특별시 동작구 대방동 23-61번지,1,1,1,1,0,0,1,0,동작구,대방동,34785.0,0.0412246658042259,0.2353600689952565,0.1651573954290642,0.2953571941928992,16526.0,0.4619992738714752,0.1941788696599298,0.3438218564685949,46.0,37.0,110.0,84.0,13.0,2.0
노량진동 117-2번지 일원 청년안심주택,서울특별시 동작구 노량진동 117-2번지,0,0,0,0,0,0,0,0,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노량진동 117-2일원 역세권 청년주택,서울특별시 동작구 노량진동 117-2번지,0,0,0,0,0,0,0,0,동작구,노량진동,29729.0,0.0327626223552759,0.2677520266406539,0.2138652494197584,0.309731238857681,18373.0,0.6548739998911446,0.1651880476786589,0.1799379524301964,85.0,31.0,59.0,100.0,46.0,6.0
노블에비뉴,서울특별시 마포구 성산동 262-1번지,0,0,0,0,0,0,0,0,마포구,성산동,47002.0,0.0389770648057529,0.2403089230245521,0.1733330496574613,0.3348580911450576,25485.0,0.5327055130468903,0.2200902491661761,0.2472042377869334,107.0,40.0,86.0,135.0,16.0,6.0
노원 에너지제로 주택,서울특별시 노원구 하계동 251-9번지,0,0,0,1,1,1,0,0,노원구,하계동,46429.0,0.041913459260376,0.2719851816752461,0.1509401451678907,0.2442223610243597,20393.0,0.3766978865296915,0.2179669494434364,0.405335164026872,36.0,22.0,47.0,55.0,8.0,2.0
노원구 상계동 역세권 청년주택,서울특별시 노원구 상계동 1049-71번지,0,1,0,0,0,1,0,1,노원구,상계동,193642.0,0.0511562574234928,0.2938102271201495,0.1205626878466448,0.2783125561603371,86328.0,0.3517282920952645,0.2668659067741636,0.3814058011305717,244.0,170.0,306.0,399.0,38.0,32.0
녹번역 e편한세상 캐슬,서울특별시 은평구 응암동 36번지,1,1,1,1,0,0,1,0,은평구,응암동,81966.0,0.0629041309811385,0.2693311861015543,0.1171949344850303,0.3153868677256423,38604.0,0.4129105792145892,0.246347528753497,0.3407418920319138,118.0,57.0,118.0,155.0,18.0,15.0
