건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus,카페수,헬스장수,학원수,기타학원수,독서실수,사우나수
이문동 대성 유니드 아파트,서울특별시 동대문구 이문동 46-1번지,0,0,1,0,0,0,0,0,동대문구,이문동,35335.0,0.0417150134427621,0.279779255695486,0.2116598273666336,0.2395075703976227,18593.0,0.5334265583821869,0.1951809820900338,0.2713924595277793,75.0,12.0,69.0,66.0,12.0,1.0
이문휘경 지웰에스테이트,서울특별시 동대문구 휘경동 377번지,0,0,0,0,0,0,0,0,동대문구,휘경동,37252.0,0.0405615805862772,0.2383496188124127,0.2491409857188875,0.2591538709331042,20325.0,0.564920049200492,0.185190651906519,0.2498892988929889,63.0,31.0,52.0,48.0,7.0,5.0
이수 스위첸 포레힐즈,서울특별시 동작구 동작동 102번지,0,0,1,1,0,0,0,0,동작구,동작동,5481.0,0.0680532749498266,0.2630906768837803,0.1127531472359058,0.2869914249224594,2083.0,0.2184349495919347,0.2496399423907825,0.5319251080172828,121.8,48.5,114.6,159.2,28.6,12.2
이수 푸르지오 더 프레티움,서울특별시 동작구 사당동 42번지,1,1,1,1,0,0,1,0,동작구,사당동,95098.0,0.0488338345706534,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.2303434136340338,0.2844079958995387,146.0,54.0,138.0,220.0,21.0,26.0
이수힐스테이트,서울특별시 동작구 동작동 333번지,1,0,1,1,0,0,1,0,동작구,동작동,5481.0,0.0680532749498266,0.2630906768837803,0.1127531472359058,0.2869914249224594,2083.0,0.2184349495919347,0.2496399423907825,0.5319251080172828,121.8,48.5,114.6,159.2,28.6,12.2
이스트폴,서울특별시 광진구 자양동 680-63번지,0,1,1,1,0,0,0,0,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
이안테라디움성북,서울특별시 성북구 정릉동 868번지,0,0,0,0,0,0,0,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
이촌동현대아파트,서울특별시 용산구 이촌동 301-160번지,1,1,1,1,1,1,1,1,용산구,이촌동,32150.0,0.0765785381026438,0.2663763608087092,0.100964230171073,0.2915707620528771,12662.0,0.2442742062865266,0.2597535934291581,0.4959722002843152,20.0,8.0,22.0,35.0,3.0,2.0
이촌두산위브트레지움,서울특별시 용산구 이촌동 301-155번지,0,0,1,0,0,0,0,0,용산구,이촌동,32150.0,0.0765785381026438,0.2663763608087092,0.100964230171073,0.2915707620528771,12662.0,0.2442742062865266,0.2597535934291581,0.4959722002843152,20.0,8.0,22.0,35.0,3.0,2.0
이튼타워리버5차,서울특별시 광진구 자양동 856번지,1,0,1,1,0,0,1,0,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
일성트루엘 아파트,서울특별시 강서구 방화동 191-3번지,0,0,1,1,1,0,0,0,강서구,방화동,60833.0,0.0443509279502901,0.3334867588315552,0.1101540282412506,0.3013167195436687,31300.0,0.4803833865814697,0.2459424920127795,0.2736741214057508,135.0,60.0,112.0,162.0,16.0,19.0
일신건영휴먼빌아파트작은도서관,서울특별시 성북구 돈암동 524번지,0,1,0,0,0,0,0,0,성북구,돈암동,37572.0,0.0582348557436388,0.2739273927392739,0.1196635792611519,0.270573831576706,14870.0,0.2628110289172831,0.2551445864156019,0.482044384667115,16.0,6.0,122.0,36.0,5.0,2.0
자곡포레,서울특별시 강남구 율현동 블록,1,1,1,1,0,0,1,0,강남구,율현동,3642.0,0.0796265788028555,0.2506864360241626,0.1026908292147171,0.3336079077429983,1669.0,0.3547034152186938,0.2600359496704613,0.3852606351108448,270.4,128.9,365.7,351.1,44.6,29.3
자양 호반써밋,서울특별시 광진구 자양동 861번지,1,1,1,1,0,0,1,0,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
자양1재정비촉진구역 1-2획지 행복주택,서울특별시 광진구 자양동 680-63번지,0,1,1,1,0,0,0,0,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
자양동 796번지 공동주택,서울특별시 광진구 자양동 796번지,0,0,0,0,1,1,0,1,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
자양동 현대한창 가로주택정비사업,서울특별시 광진구 자양동 694-2번지,0,0,0,0,0,0,0,0,광진구,자양동,91114.0,0.04685339245341,0.2736901025089448,0.1474745922690256,0.3048378953838049,44985.0,0.4590419028565077,0.2289652106257641,0.3119928865177281,193.0,83.0,104.0,221.0,25.0,28.0
자현유하우스,서울특별시 서초구 방배동 940-4번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
잠실 르엘,서울특별시 송파구 신천동 17-6번지,1,1,1,1,0,1,1,0,송파구,신천동,37089.0,0.0906468225080212,0.2379411685405376,0.095500013481086,0.3055622960985737,13034.0,0.154672395273899,0.2326223722571735,0.6127052324689274,82.5,43.7,74.1,108.4,10.2,8.0
잠실4단지 재건축아파트,서울특별시 송파구 잠실동 44번지,0,0,0,0,1,0,0,0,송파구,잠실동,104680.0,0.0667367214367596,0.222774168895682,0.1202713030187237,0.315284677111196,42970.0,0.3256225273446591,0.2103327903188271,0.4640446823365138,148.0,54.0,138.0,166.0,11.0,10.0
잠실더샵루벤,서울특별시 송파구 송파동 171번지,0,1,1,1,0,1,0,0,송파구,송파동,41362.0,0.0491755717808616,0.2454668536337701,0.145931047821672,0.3464049127218219,19722.0,0.4378359192779636,0.2275631274718588,0.3346009532501774,139.0,66.0,88.0,168.0,14.0,9.0
잠실올림픽공원 IPARK,서울특별시 송파구 풍납동 388-7번지,1,1,1,1,0,1,1,0,송파구,풍납동,34099.0,0.0570397958884424,0.2936449749259509,0.1232000938443942,0.2986011319980058,15683.0,0.3943760760058662,0.2435758464579481,0.3620480775361857,39.0,16.0,40.0,55.0,10.0,4.0
잠실우성4차 재건축사업,서울특별시 송파구 잠실동 320번지,1,0,1,1,0,0,1,0,송파구,잠실동,104680.0,0.0667367214367596,0.222774168895682,0.1202713030187237,0.315284677111196,42970.0,0.3256225273446591,0.2103327903188271,0.4640446823365138,148.0,54.0,138.0,166.0,11.0,10.0
장수마을아파트,서울특별시 양천구 신월동 1037번지,0,0,1,0,0,0,0,0,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
장승배기역지역주택조합아파트,서울특별시 동작구 상도동 363-10번지,1,1,1,1,1,0,1,0,동작구,상도동,113277.0,0.0493304024647545,0.2680773678681462,0.1642345754213123,0.2947553342690925,55832.0,0.461258776328987,0.2232411520275111,0.3155000716435019,176.0,70.0,161.0,221.0,40.0,10.0
장안동 마루하우스,서울특별시 동대문구 장안동 94-27번지,1,0,0,0,0,0,1,0,동대문구,장안동,69578.0,0.0624766449164965,0.2681451033372617,0.1194486763057288,0.3196268935583086,32968.0,0.4276267896141713,0.2325285124969667,0.3398446978888619,128.0,85.0,140.0,150.0,16.0,21.0
장안동 일성트루엘,서울특별시 동대문구 장안동 425-1번지,0,0,1,1,0,0,0,0,동대문구,장안동,69578.0,0.0624766449164965,0.2681451033372617,0.1194486763057288,0.3196268935583086,32968.0,0.4276267896141713,0.2325285124969667,0.3398446978888619,128.0,85.0,140.0,150.0,16.0,21.0
장위 제2구역 주택재개발아파트,서울특별시 성북구 장위동 290-9번지,1,1,1,1,0,0,1,0,성북구,장위동,50916.0,0.0620630057349359,0.284880980438369,0.1255401052714274,0.2849006206300573,23550.0,0.3963906581740977,0.2481104033970276,0.3554989384288747,44.0,25.0,50.0,62.0,4.0,4.0
장위10구역 주택재개발 정비사업 신축공사,서울특별시 성북구 장위동 68-37번지,1,1,1,1,0,1,1,0,성북구,장위동,50916.0,0.0620630057349359,0.284880980438369,0.1255401052714274,0.2849006206300573,23550.0,0.3963906581740977,0.2481104033970276,0.3554989384288747,44.0,25.0,50.0,62.0,4.0,4.0
장위11-1구역 가로주택정비사업 공동주택(아파트) 신축공사,서울특별시 성북구 장위동 68-435번지,1,0,0,1,1,0,1,0,성북구,장위동,50916.0,0.0620630057349359,0.284880980438369,0.1255401052714274,0.2849006206300573,23550.0,0.3963906581740977,0.2481104033970276,0.3554989384288747,44.0,25.0,50.0,62.0,4.0,4.0
장위11-2구역 가로주택정비사업,서울특별시 성북구 장위동 68-833번지,1,1,1,1,0,1,1,0,성북구,장위동,50916.0,0.0620630057349359,0.284880980438369,0.1255401052714274,0.2849006206300573,23550.0,0.3963906581740977,0.2481104033970276,0.3554989384288747,44.0,25.0,50.0,62.0,4.0,4.0
장위6구역 주택재개발정비사업,서울특별시 성북구 장위동 25-55번지,1,1,1,1,0,0,1,0,성북구,장위동,50916.0,0.0620630057349359,0.284880980438369,0.1255401052714274,0.2849006206300573,23550.0,0.3963906581740977,0.2481104033970276,0.3554989384288747,44.0,25.0,50.0,62.0,4.0,4.0
장위자이 레디언트,서울특별시 성북구 장위동 62-1번지,1,1,1,1,0,1,1,0,성북구,장위동,50916.0,0.0620630057349359,0.284880980438369,0.1255401052714274,0.2849006206300573,23550.0,0.3963906581740977,0.2481104033970276,0.3554989384288747,44.0,25.0,50.0,62.0,4.0,4.0
장지공영차고지,서울특별시 송파구 장지동 862번지,0,0,1,0,0,1,0,1,송파구,장지동,42601.0,0.1060773221285885,0.1994319382174127,0.0926973545221943,0.3307199361517335,15094.0,0.1651649662117397,0.2527494368623294,0.5820855969259309,40.0,32.0,43.0,61.0,6.0,1.0
전농 도시정비형재개발사업,서울특별시 동대문구 전농동 494-1번지,1,1,1,1,1,1,1,0,동대문구,전농동,50201.0,0.0561542598753012,0.2877631919682875,0.1364116252664289,0.2810103384394733,23995.0,0.4343821629506147,0.229506147113982,0.3361116899354032,72.0,27.0,78.0,96.0,16.0,6.0
정릉 우정에쉐르,서울특별시 성북구 정릉동 1033번지,0,0,1,1,0,1,0,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉골 연립주택 2단지,서울특별시 성북구 정릉동 757번지,1,0,1,1,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉골 연립주택 3단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉골 연립주택 4단지,서울특별시 성북구 정릉동 757번지,1,0,1,1,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉골 연립주택 5단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉골 연립주택 6단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉골 연립주택 7단지,서울특별시 성북구 정릉동 757번지,1,0,0,0,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉골 연립주택 8단지,서울특별시 성북구 정릉동 757번지,1,0,0,0,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉공공주택,서울특별시 성북구 정릉동 894-22번지,0,0,1,1,1,1,0,1,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉대우아파트,서울특별시 성북구 정릉동 산1-151번지,0,0,0,0,1,0,0,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉동 218-1번지 일대 가로주택정비사업 아파트,서울특별시 성북구 정릉동 218-1번지,1,1,0,1,0,0,1,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉푸르지오아파트,서울특별시 성북구 정릉동 406번지,0,0,0,0,1,0,0,0,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
정릉하늘마루,서울특별시 성북구 정릉동 1054번지,0,0,1,1,1,1,0,1,성북구,정릉동,75935.0,0.0464871271482188,0.3027194310923816,0.1499967077105419,0.2585237374069928,35361.0,0.4113005853906846,0.2445632193659681,0.3441361952433472,93.0,52.0,103.0,124.0,17.0,6.0
제로에너지 주택 실증단지,서울특별시 노원구 하계동 251-9번지,0,0,1,1,1,0,0,0,노원구,하계동,46429.0,0.041913459260376,0.2719851816752461,0.1509401451678907,0.2442223610243597,20393.0,0.3766978865296915,0.2179669494434364,0.405335164026872,36.0,22.0,47.0,55.0,8.0,2.0
제일캐슬,서울특별시 양천구 신월동 494-9번지,0,0,0,0,1,0,0,0,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
젤라연립 재건축 신축공사,서울특별시 강서구 화곡동 812-26번지,0,0,0,0,1,0,0,0,강서구,화곡동,211821.0,0.0439144371898914,0.2711865206943598,0.1474074808446754,0.3204167669872203,107821.0,0.4762801309577911,0.2404633605698333,0.2832565084723755,220.0,132.0,155.0,242.0,28.0,56.0
조흥샛별 우방아파트,서울특별시 금천구 시흥동 270-4번지,0,0,0,0,1,0,0,0,금천구,시흥동,97978.0,0.0409275551654453,0.3422196819694217,0.1145155034803731,0.2574659617465145,47161.0,0.4217043743771336,0.2614660418566188,0.3168295837662475,109.0,67.0,108.0,158.0,14.0,22.0
종로구 구기동 공동주택 신축공사,서울특별시 종로구 구기동 88-2번지,1,0,1,0,0,0,1,0,종로구,구기동,5639.0,0.0549742862209611,0.3082106756517113,0.1127859549565525,0.2450789147011881,2255.0,0.2815964523281596,0.2620842572062084,0.4563192904656319,73.0,16.3,15.0,38.3,2.7,3.3
종암5구역주택재개발아파트,서울특별시 성북구 종암동 100-56번지,1,0,1,1,1,0,1,0,성북구,종암동,36877.0,0.0522005586137701,0.2785476041977384,0.1414431759633375,0.2700328117797,16929.0,0.4056943706066513,0.2288380884872113,0.3654675409061374,45.0,25.0,60.0,82.0,14.0,5.0
종암6구역주택재개발,서울특별시 성북구 종암동 95-2번지,1,0,1,1,0,1,1,0,성북구,종암동,36877.0,0.0522005586137701,0.2785476041977384,0.1414431759633375,0.2700328117797,16929.0,0.4056943706066513,0.2288380884872113,0.3654675409061374,45.0,25.0,60.0,82.0,14.0,5.0
종암동 개운산마을 가로주택정비사업,서울특별시 성북구 종암동 81-188번지,0,0,0,0,0,0,0,0,성북구,종암동,36877.0,0.0522005586137701,0.2785476041977384,0.1414431759633375,0.2700328117797,16929.0,0.4056943706066513,0.2288380884872113,0.3654675409061374,45.0,25.0,60.0,82.0,14.0,5.0
주동제1동,서울특별시 서초구 방배동 911-3번지,0,1,0,0,1,1,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
"주민휴게실1,2",서울특별시 서대문구 홍은동 458번지,0,0,0,0,0,1,0,0,서대문구,홍은동,49810.0,0.0518972093957036,0.2996988556514756,0.1291708492270628,0.2758482232483437,22693.0,0.3833340677742035,0.2501211827435773,0.3665447494822192,51.0,26.0,89.0,67.0,15.0,4.0
주함해븐빌,서울특별시 중랑구 면목동 1538번지,0,0,0,0,0,0,0,0,중랑구,면목동,131788.0,0.0431678149755668,0.3180183324733663,0.124396758430206,0.2878259022065741,68469.0,0.4805824533730593,0.2504198980560546,0.2689976485708861,135.0,60.0,78.0,123.0,11.0,14.0
중계 불암산 지역주택조합,서울특별시 노원구 중계동 172-1번지,0,0,1,0,0,0,0,0,노원구,중계동,98963.0,0.0497458646160686,0.2518011782181219,0.1119105120095389,0.260824752685347,39889.0,0.2951440246684549,0.2319436436110205,0.4729123317205244,73.0,54.0,271.0,144.0,25.0,8.0
중계 한화 꿈에그린 The FIRST,서울특별시 노원구 중계동 156-11번지,1,1,1,0,1,1,1,0,노원구,중계동,98963.0,0.0497458646160686,0.2518011782181219,0.1119105120095389,0.260824752685347,39889.0,0.2951440246684549,0.2319436436110205,0.4729123317205244,73.0,54.0,271.0,144.0,25.0,8.0
중계동 제일주택,서울특별시 노원구 중계동 156-29번지,1,1,1,1,1,1,1,0,노원구,중계동,98963.0,0.0497458646160686,0.2518011782181219,0.1119105120095389,0.260824752685347,39889.0,0.2951440246684549,0.2319436436110205,0.4729123317205244,73.0,54.0,271.0,144.0,25.0,8.0
중계본동 주택재개발정비구역 공동주택,서울특별시 노원구 중계동 30-3번지,1,1,1,1,0,0,1,0,노원구,중계동,98963.0,0.0497458646160686,0.2518011782181219,0.1119105120095389,0.260824752685347,39889.0,0.2951440246684549,0.2319436436110205,0.4729123317205244,73.0,54.0,271.0,144.0,25.0,8.0
중계본동 주택재개발정비구역 임대주택,서울특별시 노원구 중계동 30-3번지,1,1,1,1,0,1,1,1,노원구,중계동,98963.0,0.0497458646160686,0.2518011782181219,0.1119105120095389,0.260824752685347,39889.0,0.2951440246684549,0.2319436436110205,0.4729123317205244,73.0,54.0,271.0,144.0,25.0,8.0
중계센트럴파크,서울특별시 노원구 상계동 1322번지,1,1,1,1,0,1,1,0,노원구,상계동,193642.0,0.0511562574234928,0.2938102271201495,0.1205626878466448,0.2783125561603371,86328.0,0.3517282920952645,0.2668659067741636,0.3814058011305717,244.0,170.0,306.0,399.0,38.0,32.0
중계현대6차아파트,서울특별시 노원구 중계동 34번지,0,0,1,0,0,0,0,0,노원구,중계동,98963.0,0.0497458646160686,0.2518011782181219,0.1119105120095389,0.260824752685347,39889.0,0.2951440246684549,0.2319436436110205,0.4729123317205244,73.0,54.0,271.0,144.0,25.0,8.0
중랑구 상봉동 109-28번지 역세권 청년주택,서울특별시 중랑구 상봉동 109-28번지,0,1,0,0,0,0,0,0,중랑구,상봉동,43453.0,0.0463949554691275,0.2653901917013785,0.1605412744804731,0.3206913216578832,23192.0,0.519317005864091,0.2227492238703001,0.2579337702656088,75.0,41.0,28.0,77.0,7.0,12.0
중랑숲 Liga아파트,서울특별시 중랑구 망우동 583번지,1,1,1,1,0,1,1,0,중랑구,망우동,53280.0,0.0602289789789789,0.3092905405405405,0.1154466966966967,0.2975225225225225,27021.0,0.4741867436438325,0.2365937604085711,0.2892194959475963,14.0,9.0,14.0,15.0,1.0,0.0
중화동 동양엔파트 2차,서울특별시 중랑구 중화동 208-21번지,0,0,1,1,0,0,0,0,중랑구,중화동,41481.0,0.0380415129818471,0.3353101419927196,0.1245389455413321,0.2856729587039849,22280.0,0.5043985637342908,0.2495511669658887,0.2460502692998204,46.0,21.0,35.0,58.0,2.0,12.0
중화동 세광하니타운 가로주택 정비사업,서울특별시 중랑구 중화동 296-44번지,1,1,1,1,0,0,1,0,중랑구,중화동,41481.0,0.0380415129818471,0.3353101419927196,0.1245389455413321,0.2856729587039849,22280.0,0.5043985637342908,0.2495511669658887,0.2460502692998204,46.0,21.0,35.0,58.0,2.0,12.0
증산 공공주택 복합시설,서울특별시 은평구 증산동 238-4번지,0,0,0,0,1,1,0,1,은평구,증산동,15746.0,0.0589356026927473,0.2876286040899276,0.1241585164486218,0.2833735551886193,6857.0,0.3484030917310777,0.2635263234650722,0.3880705848038501,18.0,9.0,31.0,32.0,0.0,1.0
진달래아파트2차(가칭),서울특별시 강남구 역삼동 762-1번지,1,0,1,1,0,0,1,0,강남구,역삼동,68953.0,0.0400417675808159,0.152857743680478,0.1558742911838498,0.4017664206053398,39460.0,0.6150532184490624,0.1444247339077546,0.2405220476431829,570.0,261.0,197.0,631.0,40.0,54.0
진흥아파트,서울특별시 동작구 사당동 289번지,0,0,0,0,1,0,0,0,동작구,사당동,95098.0,0.0488338345706534,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.2303434136340338,0.2844079958995387,146.0,54.0,138.0,220.0,21.0,26.0
진흥연립재건축아파트,서울특별시 동작구 사당동 ,0,0,0,0,1,0,0,0,동작구,사당동,95098.0,0.0488338345706534,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.2303434136340338,0.2844079958995387,146.0,54.0,138.0,220.0,21.0,26.0
찬솔팰리스,서울특별시 관악구 신림동 1678번지,0,0,0,0,1,1,0,0,관악구,신림동,238645.0,0.0268013157619057,0.2587567307087934,0.2152066877579668,0.3129753399400783,148459.0,0.6514795330697364,0.1769377403862345,0.1715827265440289,57.0,29.0,18.0,39.0,16.0,9.0
천왕 이펜하우스 1단지,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕 이펜하우스 3단지,서울특별시 구로구 천왕동 블록,0,1,1,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕 이펜하우스 5단지,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕2지구 도시형생활주택(2),서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,1,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕동 여성안심주택,서울특별시 구로구 천왕동 산25-8번지,0,0,0,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕역 모아엘가 트레뷰,서울특별시 구로구 오류동 362번지,1,0,1,1,0,0,1,0,구로구,오류동,42619.0,0.0465520073206785,0.2975668129238133,0.1436213895211056,0.30371430582604,21933.0,0.4863447772762504,0.235626681256554,0.2780285414671955,48.0,32.0,61.0,91.0,11.0,11.0
천왕연지마을1단지,서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕연지마을2단지,서울특별시 구로구 천왕동 블록,0,0,0,0,0,0,0,1,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕이펜하우스에스,서울특별시 구로구 천왕동 277-5번지,0,0,0,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕지구 3단지 00아파트,서울특별시 구로구 천왕동 블록,0,1,1,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕지구 5단지 아파트,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
천왕지구1단지 아파트,서울특별시 구로구 천왕동 블록,0,0,1,0,0,0,0,0,구로구,천왕동,15753.0,0.0502761378784993,0.259379165873167,0.1067098330476734,0.2740430394210627,6287.0,0.2834420232225226,0.2761253379990456,0.4404326387784317,103.9,50.9,72.7,123.0,11.3,18.5
청구 e편한세상,서울특별시 중구 신당동 45번지,0,0,1,1,0,0,0,0,중구,신당동,65531.0,0.043963925470388,0.3263341014176497,0.12384978101967,0.2876195998840243,32740.0,0.4526572999389126,0.2536346976175931,0.2937080024434942,65.0,17.0,9.0,19.0,2.0,7.0
청년미래공동체주택,서울특별시 서대문구 홍은동 466번지,0,0,0,0,0,0,0,0,서대문구,홍은동,49810.0,0.0518972093957036,0.2996988556514756,0.1291708492270628,0.2758482232483437,22693.0,0.3833340677742035,0.2501211827435773,0.3665447494822192,51.0,26.0,89.0,67.0,15.0,4.0
청년임대주택,서울특별시 송파구 가락동 38-5번지,0,0,0,0,0,0,0,0,송파구,가락동,82383.0,0.0742386171904397,0.2402801548863236,0.1148416542247793,0.3270334899190367,33699.0,0.3003353215228938,0.2353482299178017,0.4643164485593044,73.0,35.0,97.0,125.0,12.0,7.0
