건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus
"월계1,2단지주공아파트",서울특별시 노원구 월계동 556번지,0,0,0,1,0,0,0,0,노원구,월계동,73405.0,0.04994210203664601,0.3268305973707513,0.12444656358558681,0.266507731080989,34531.0,0.3994961049491761,0.2624308592279401,0.3380730358228838
월계동 주택재건축정비사업,서울특별시 노원구 월계동 487-17번지,0,1,1,1,0,0,0,0,노원구,월계동,73405.0,0.04994210203664601,0.3268305973707513,0.12444656358558681,0.266507731080989,34531.0,0.3994961049491761,0.2624308592279401,0.3380730358228838
월계동신아파트 주택재건축정비사업,서울특별시 노원구 월계동 436번지,1,1,1,1,0,0,1,1,노원구,월계동,73405.0,0.04994210203664601,0.3268305973707513,0.12444656358558681,0.266507731080989,34531.0,0.3994961049491761,0.2624308592279401,0.3380730358228838
월계센트럴아이파크,서울특별시 노원구 월계동 951번지,0,1,0,1,0,0,0,0,노원구,월계동,73405.0,0.04994210203664601,0.3268305973707513,0.12444656358558681,0.266507731080989,34531.0,0.3994961049491761,0.2624308592279401,0.3380730358228838
월곡제3동사무소,서울특별시 성북구 하월곡동 225-7번지,0,0,0,0,1,0,0,0,성북구,하월곡동,37942.0,0.05555848400189763,0.27507775025038217,0.13383585472563386,0.27787148806072426,17169.0,0.3957132040305201,0.23111421748500205,0.3731725784844778
위례 포레샤인 13단지,서울특별시 송파구 거여동 599번지,1,1,1,1,0,1,1,0,송파구,거여동,52332.0,0.09084307880455553,0.2402736375449056,0.10891997248337537,0.30614155774669416,21322.0,0.3127286370884532,0.23811087140043147,0.44916049151111526
위례 포레샤인 15단지,서울특별시 송파구 거여동 606번지,1,1,1,1,0,0,1,0,송파구,거여동,52332.0,0.09084307880455553,0.2402736375449056,0.10891997248337537,0.30614155774669416,21322.0,0.3127286370884532,0.23811087140043147,0.44916049151111526
위례 포레샤인 17단지,서울특별시 송파구 거여동 651번지,1,1,1,1,1,1,1,0,송파구,거여동,52332.0,0.09084307880455553,0.2402736375449056,0.10891997248337537,0.30614155774669416,21322.0,0.3127286370884532,0.23811087140043147,0.44916049151111526
위례 포레샤인18단지,서울특별시 송파구 거여동 648번지,0,1,1,1,1,0,0,0,송파구,거여동,52332.0,0.09084307880455553,0.2402736375449056,0.10891997248337537,0.30614155774669416,21322.0,0.3127286370884532,0.23811087140043147,0.44916049151111526
위례2차아이파크,서울특별시 송파구 장지동 884번지,0,1,1,1,0,0,0,0,송파구,장지동,42601.0,0.10607732212858853,0.19943193821741273,0.09269735452219431,0.3307199361517335,15094.0,0.16516496621173976,0.2527494368623294,0.5820855969259309
위례신도시 송파푸르지오,서울특별시 송파구 장지동 878번지,1,1,1,1,0,0,1,0,송파구,장지동,42601.0,0.10607732212858853,0.19943193821741273,0.09269735452219431,0.3307199361517335,15094.0,0.16516496621173976,0.2527494368623294,0.5820855969259309
위례아이파크,서울특별시 송파구 장지동 894번지,0,1,1,0,0,0,0,0,송파구,장지동,42601.0,0.10607732212858853,0.19943193821741273,0.09269735452219431,0.3307199361517335,15094.0,0.16516496621173976,0.2527494368623294,0.5820855969259309
유니트125,서울특별시 동대문구 장안동 418-1번지,0,0,0,0,0,0,0,0,동대문구,장안동,69578.0,0.06247664491649659,0.26814510333726177,0.11944867630572882,0.31962689355830864,32968.0,0.42762678961417133,0.23252851249696677,0.3398446978888619
유니트로,서울특별시 강서구 방화동 847번지,0,0,0,0,0,0,0,0,강서구,방화동,60833.0,0.04435092795029014,0.33348675883155526,0.11015402824125063,0.30131671954366873,31300.0,0.4803833865814697,0.24594249201277954,0.2736741214057508
유엔사 부지 복합개발사업 신축공사,서울특별시 용산구 이태원동 22-34번지,0,0,1,1,0,0,0,0,용산구,이태원동,14166.0,0.036284060426373006,0.29944938585345193,0.1370888041790202,0.3406748552873076,8202.0,0.560473055352353,0.2312850524262375,0.2082418922214094
유원제일1차아파트 주택재건축정비사업,서울특별시 영등포구 당산동4가 91번지,1,1,1,1,0,0,1,0,영등포구,당산동4가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
유원제일2차아파트재건축정비,서울특별시 영등포구 당산동5가 7-2번지,1,1,1,1,0,1,1,0,영등포구,당산동5가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
율현리엔파크,서울특별시 강남구 율현동 167번지,0,0,0,0,0,0,0,0,강남구,율현동,3642.0,0.07962657880285558,0.2506864360241626,0.10269082921471719,0.33360790774299837,1669.0,0.3547034152186938,0.26003594967046134,0.3852606351108448
은뜨락,서울특별시 은평구 진관동 235-28번지,0,1,1,1,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은성마을 승윤노블리안,서울특별시 양천구 신월동 15-2번지,0,0,1,0,0,0,0,0,양천구,신월동,115824.0,0.05131924298936317,0.32121149330017956,0.10931240502831883,0.27818932172952066,53742.0,0.3931747981094861,0.2591083324029623,0.34771686948755165
은평 뉴타운 중심상업지 복합개발 PF사업,서울특별시 은평구 진관동 79-15번지,0,1,1,1,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평 서해그랑블,서울특별시 은평구 구산동 307-1번지,1,0,1,0,0,0,1,0,은평구,구산동,30869.0,0.03663869901843273,0.31455505523340566,0.1293530726618938,0.2590624898765752,13499.0,0.3692125342617972,0.26372323875842657,0.36706422697977625
은평 스카이뷰 자이,서울특별시 은평구 진관동 블록,1,1,1,1,1,1,1,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평구 신사동 아파트,서울특별시 은평구 신사동 291-1번지,0,0,0,0,1,0,0,0,은평구,신사동,44511.0,0.041338096200939096,0.31183303003751883,0.12742917481072094,0.28269416548718296,20661.0,0.3856541309713954,0.26804123711340205,0.34630463191520255
은평구 응암3 주택재건축 정비사업,서울특별시 은평구 응암동 626-53번지,1,1,1,1,0,0,1,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
은평뉴타운 구파발,서울특별시 은평구 진관동 22번지,0,1,1,1,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운 상림골,서울특별시 은평구 진관동 14번지,1,0,1,1,1,0,1,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운 상림마을,서울특별시 은평구 진관동 6번지,0,0,1,1,1,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운 제각말,서울특별시 은평구 진관동 92번지,0,1,1,1,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운3지구 A공구아파트(3-1블럭),서울특별시 은평구 진관동 블록,0,0,0,0,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운3지구 A공구아파트(3-4블럭),서울특별시 은평구 진관동 블록,0,0,0,0,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운3지구 A공구아파트(3-5블럭),서울특별시 은평구 진관동 블록,0,0,0,0,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운3지구 B공구 아파트(3-2블럭),서울특별시 은평구 진관동 블록,0,0,0,0,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운3지구B공구 아파트 (3-3블럭),서울특별시 은평구 진관동 블록,0,1,1,1,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평뉴타운3지구C공구아파트(2-9블럭),서울특별시 은평구 진관동 블록,0,0,1,0,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
은평신사두산위브아파트,서울특별시 은평구 신사동 291-1번지,0,0,0,0,1,0,0,0,은평구,신사동,44511.0,0.041338096200939096,0.31183303003751883,0.12742917481072094,0.28269416548718296,20661.0,0.3856541309713954,0.26804123711340205,0.34630463191520255
은평지웰 테라스,서울특별시 은평구 진관동 16-29번지,0,0,0,0,0,0,0,0,은평구,진관동,53214.0,0.05761641673243883,0.24555568083587026,0.12306911714962228,0.27308602999210735,21183.0,0.3088797620733607,0.2185714960109522,0.47254874191568713
응암 제11구역 주택재개발 정비사업,서울특별시 은평구 응암동 455-25번지,1,1,1,1,0,0,1,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
응암역 효성해링턴플레이스,서울특별시 은평구 신사동 19-190번지,0,0,1,1,0,0,0,0,은평구,신사동,44511.0,0.041338096200939096,0.31183303003751883,0.12742917481072094,0.28269416548718296,20661.0,0.3856541309713954,0.26804123711340205,0.34630463191520255
응암제2구역 재개발아파트,서울특별시 은평구 응암동 36번지,1,1,1,1,1,0,1,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
이너스 양화아파트 6차,서울특별시 강서구 염창동 250-3번지,0,0,0,0,0,0,0,0,강서구,염창동,40921.0,0.07927470003176854,0.18777644730089685,0.12345739351433249,0.3529239265902593,16650.0,0.3067867867867868,0.21435435435435435,0.47885885885885887
이너스내안에 301동,서울특별시 강서구 염창동 244-18번지,0,0,1,0,0,0,0,0,강서구,염창동,40921.0,0.07927470003176854,0.18777644730089685,0.12345739351433249,0.3529239265902593,16650.0,0.3067867867867868,0.21435435435435435,0.47885885885885887
이너스내안에아파트,서울특별시 강북구 미아동 163-3번지,0,0,0,0,1,0,0,0,강북구,미아동,125075.0,0.043198081151309214,0.31711373176094343,0.12515690585648612,0.26098740755546673,60812.0,0.4423469052160758,0.24082417943826875,0.31682891534565544
이든채,서울특별시 양천구 신정동 1320-8번지,0,0,1,1,0,0,0,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
이랜드PEER북가좌아파트,서울특별시 서대문구 북가좌동 333-1번지,1,0,1,0,1,0,1,0,서대문구,북가좌동,47294.0,0.045143147122256526,0.299995771133759,0.1244132448090667,0.27680043980208907,21256.0,0.37029544599172,0.2560218291305984,0.3736827248776816
이문 아이파크 자이 1단지,서울특별시 동대문구 이문동 149-8번지,0,1,1,1,0,0,0,1,동대문구,이문동,35335.0,0.041715013442762135,0.27977925569548606,0.21165982736663366,0.23950757039762274,18593.0,0.5334265583821869,0.19518098209003387,0.2713924595277793
이문 아이파크 자이 2단지,서울특별시 동대문구 이문동 149-8번지,0,1,1,1,0,0,0,1,동대문구,이문동,35335.0,0.041715013442762135,0.27977925569548606,0.21165982736663366,0.23950757039762274,18593.0,0.5334265583821869,0.19518098209003387,0.2713924595277793
이문/삼성아파트,서울특별시 동대문구 이문동 264-180번지,0,0,0,0,1,0,0,0,동대문구,이문동,35335.0,0.041715013442762135,0.27977925569548606,0.21165982736663366,0.23950757039762274,18593.0,0.5334265583821869,0.19518098209003387,0.2713924595277793
이문3재정비촉진구역주택재개발정비사업3단지,서울특별시 동대문구 이문동 149-8번지,1,1,1,1,1,1,1,1,동대문구,이문동,35335.0,0.041715013442762135,0.27977925569548606,0.21165982736663366,0.23950757039762274,18593.0,0.5334265583821869,0.19518098209003387,0.2713924595277793
이문4재정비촉진구역 주택재개발,서울특별시 동대문구 이문동 86-1번지,1,1,1,1,0,0,1,0,동대문구,이문동,35335.0,0.041715013442762135,0.27977925569548606,0.21165982736663366,0.23950757039762274,18593.0,0.5334265583821869,0.19518098209003387,0.2713924595277793
이문동 대성 유니드 아파트,서울특별시 동대문구 이문동 46-1번지,0,0,1,0,0,0,0,0,동대문구,이문동,35335.0,0.041715013442762135,0.27977925569548606,0.21165982736663366,0.23950757039762274,18593.0,0.5334265583821869,0.19518098209003387,0.2713924595277793
이문휘경 지웰에스테이트,서울특별시 동대문구 휘경동 377번지,0,0,0,0,0,0,0,0,동대문구,휘경동,37252.0,0.04056158058627725,0.23834961881241276,0.24914098571888757,0.25915387093310427,20325.0,0.564920049200492,0.18519065190651907,0.24988929889298894
이수 스위첸 포레힐즈,서울특별시 동작구 동작동 102번지,0,0,1,1,0,0,0,0,동작구,동작동,5481.0,0.06805327494982667,0.26309067688378035,0.11275314723590586,0.2869914249224594,2083.0,0.2184349495919347,0.24963994239078252,0.5319251080172828
이수 푸르지오 더 프레티움,서울특별시 동작구 사당동 42번지,1,1,1,1,0,0,1,0,동작구,사당동,95098.0,0.048833834570653434,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.23034341363403382,0.2844079958995387
이수힐스테이트,서울특별시 동작구 동작동 333번지,1,0,1,1,0,0,1,0,동작구,동작동,5481.0,0.06805327494982667,0.26309067688378035,0.11275314723590586,0.2869914249224594,2083.0,0.2184349495919347,0.24963994239078252,0.5319251080172828
이스트폴,서울특별시 광진구 자양동 680-63번지,0,1,1,1,0,0,0,0,광진구,자양동,91114.0,0.04685339245341001,0.2736901025089448,0.14747459226902562,0.3048378953838049,44985.0,0.4590419028565077,0.22896521062576414,0.3119928865177281
이안테라디움성북,서울특별시 성북구 정릉동 868번지,0,0,0,0,0,0,0,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
이촌동현대아파트,서울특별시 용산구 이촌동 301-160번지,1,1,1,1,1,1,1,1,용산구,이촌동,32150.0,0.07657853810264385,0.2663763608087092,0.10096423017107309,0.29157076205287713,12662.0,0.2442742062865266,0.2597535934291581,0.49597220028431527
이촌두산위브트레지움,서울특별시 용산구 이촌동 301-155번지,0,0,1,0,0,0,0,0,용산구,이촌동,32150.0,0.07657853810264385,0.2663763608087092,0.10096423017107309,0.29157076205287713,12662.0,0.2442742062865266,0.2597535934291581,0.49597220028431527
이튼타워리버5차,서울특별시 광진구 자양동 856번지,1,0,1,1,0,0,1,0,광진구,자양동,91114.0,0.04685339245341001,0.2736901025089448,0.14747459226902562,0.3048378953838049,44985.0,0.4590419028565077,0.22896521062576414,0.3119928865177281
일성트루엘 아파트,서울특별시 강서구 방화동 191-3번지,0,0,1,1,1,0,0,0,강서구,방화동,60833.0,0.04435092795029014,0.33348675883155526,0.11015402824125063,0.30131671954366873,31300.0,0.4803833865814697,0.24594249201277954,0.2736741214057508
일신건영휴먼빌아파트작은도서관,서울특별시 성북구 돈암동 524번지,0,1,0,0,0,0,0,0,성북구,돈암동,37572.0,0.05823485574363888,0.2739273927392739,0.11966357926115193,0.27057383157670606,14870.0,0.26281102891728314,0.2551445864156019,0.482044384667115
자곡포레,서울특별시 강남구 율현동 블록,1,1,1,1,0,0,1,0,강남구,율현동,3642.0,0.07962657880285558,0.2506864360241626,0.10269082921471719,0.33360790774299837,1669.0,0.3547034152186938,0.26003594967046134,0.3852606351108448
자양 호반써밋,서울특별시 광진구 자양동 861번지,1,1,1,1,0,0,1,0,광진구,자양동,91114.0,0.04685339245341001,0.2736901025089448,0.14747459226902562,0.3048378953838049,44985.0,0.4590419028565077,0.22896521062576414,0.3119928865177281
자양1재정비촉진구역 1-2획지 행복주택,서울특별시 광진구 자양동 680-63번지,0,1,1,1,0,0,0,0,광진구,자양동,91114.0,0.04685339245341001,0.2736901025089448,0.14747459226902562,0.3048378953838049,44985.0,0.4590419028565077,0.22896521062576414,0.3119928865177281
자양동 796번지 공동주택,서울특별시 광진구 자양동 796번지,0,0,0,0,1,1,0,1,광진구,자양동,91114.0,0.04685339245341001,0.2736901025089448,0.14747459226902562,0.3048378953838049,44985.0,0.4590419028565077,0.22896521062576414,0.3119928865177281
자양동 현대한창 가로주택정비사업,서울특별시 광진구 자양동 694-2번지,0,0,0,0,0,0,0,0,광진구,자양동,91114.0,0.04685339245341001,0.2736901025089448,0.14747459226902562,0.3048378953838049,44985.0,0.4590419028565077,0.22896521062576414,0.3119928865177281
자현유하우스,서울특별시 서초구 방배동 940-4번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
잠실 르엘,서울특별시 송파구 신천동 17-6번지,1,1,1,1,0,1,1,0,송파구,신천동,37089.0,0.09064682250802125,0.23794116854053762,0.09550001348108604,0.3055622960985737,13034.0,0.15467239527389903,0.23262237225717355,0.6127052324689274
잠실4단지 재건축아파트,서울특별시 송파구 잠실동 44번지,0,0,0,0,1,0,0,0,송파구,잠실동,104680.0,0.06673672143675966,0.22277416889568208,0.12027130301872373,0.315284677111196,42970.0,0.3256225273446591,0.2103327903188271,0.46404468233651386
잠실더샵루벤,서울특별시 송파구 송파동 171번지,0,1,1,1,0,1,0,0,송파구,송파동,41362.0,0.04917557178086166,0.24546685363377013,0.14593104782167207,0.34640491272182194,19722.0,0.43783591927796367,0.22756312747185883,0.33460095325017747
잠실올림픽공원 IPARK,서울특별시 송파구 풍납동 388-7번지,1,1,1,1,0,1,1,0,송파구,풍납동,34099.0,0.05703979588844248,0.29364497492595093,0.12320009384439426,0.2986011319980058,15683.0,0.3943760760058662,0.2435758464579481,0.3620480775361857
잠실우성4차 재건축사업,서울특별시 송파구 잠실동 320번지,1,0,1,1,0,0,1,0,송파구,잠실동,104680.0,0.06673672143675966,0.22277416889568208,0.12027130301872373,0.315284677111196,42970.0,0.3256225273446591,0.2103327903188271,0.46404468233651386
장수마을아파트,서울특별시 양천구 신월동 1037번지,0,0,1,0,0,0,0,0,양천구,신월동,115824.0,0.05131924298936317,0.32121149330017956,0.10931240502831883,0.27818932172952066,53742.0,0.3931747981094861,0.2591083324029623,0.34771686948755165
장승배기역지역주택조합아파트,서울특별시 동작구 상도동 363-10번지,1,1,1,1,1,0,1,0,동작구,상도동,113277.0,0.04933040246475454,0.26807736786814623,0.16423457542131237,0.29475533426909256,55832.0,0.461258776328987,0.2232411520275111,0.3155000716435019
장안동 마루하우스,서울특별시 동대문구 장안동 94-27번지,1,0,0,0,0,0,1,0,동대문구,장안동,69578.0,0.06247664491649659,0.26814510333726177,0.11944867630572882,0.31962689355830864,32968.0,0.42762678961417133,0.23252851249696677,0.3398446978888619
장안동 일성트루엘,서울특별시 동대문구 장안동 425-1번지,0,0,1,1,0,0,0,0,동대문구,장안동,69578.0,0.06247664491649659,0.26814510333726177,0.11944867630572882,0.31962689355830864,32968.0,0.42762678961417133,0.23252851249696677,0.3398446978888619
장위 제2구역 주택재개발아파트,서울특별시 성북구 장위동 290-9번지,1,1,1,1,0,0,1,0,성북구,장위동,50916.0,0.06206300573493597,0.28488098043836907,0.12554010527142745,0.28490062063005733,23550.0,0.3963906581740977,0.2481104033970276,0.35549893842887476
장위10구역 주택재개발 정비사업 신축공사,서울특별시 성북구 장위동 68-37번지,1,1,1,1,0,1,1,0,성북구,장위동,50916.0,0.06206300573493597,0.28488098043836907,0.12554010527142745,0.28490062063005733,23550.0,0.3963906581740977,0.2481104033970276,0.35549893842887476
장위11-1구역 가로주택정비사업 공동주택(아파트) 신축공사,서울특별시 성북구 장위동 68-435번지,1,0,0,1,1,0,1,0,성북구,장위동,50916.0,0.06206300573493597,0.28488098043836907,0.12554010527142745,0.28490062063005733,23550.0,0.3963906581740977,0.2481104033970276,0.35549893842887476
장위11-2구역 가로주택정비사업,서울특별시 성북구 장위동 68-833번지,1,1,1,1,0,1,1,0,성북구,장위동,50916.0,0.06206300573493597,0.28488098043836907,0.12554010527142745,0.28490062063005733,23550.0,0.3963906581740977,0.2481104033970276,0.35549893842887476
장위6구역 주택재개발정비사업,서울특별시 성북구 장위동 25-55번지,1,1,1,1,0,0,1,0,성북구,장위동,50916.0,0.06206300573493597,0.28488098043836907,0.12554010527142745,0.28490062063005733,23550.0,0.3963906581740977,0.2481104033970276,0.35549893842887476
장위자이 레디언트,서울특별시 성북구 장위동 62-1번지,1,1,1,1,0,1,1,0,성북구,장위동,50916.0,0.06206300573493597,0.28488098043836907,0.12554010527142745,0.28490062063005733,23550.0,0.3963906581740977,0.2481104033970276,0.35549893842887476
장지공영차고지,서울특별시 송파구 장지동 862번지,0,0,1,0,0,1,0,1,송파구,장지동,42601.0,0.10607732212858853,0.19943193821741273,0.09269735452219431,0.3307199361517335,15094.0,0.16516496621173976,0.2527494368623294,0.5820855969259309
전농 도시정비형재개발사업,서울특별시 동대문구 전농동 494-1번지,1,1,1,1,1,1,1,0,동대문구,전농동,50201.0,0.05615425987530129,0.2877631919682875,0.13641162526642894,0.2810103384394733,23995.0,0.4343821629506147,0.22950614711398207,0.3361116899354032
정릉 우정에쉐르,서울특별시 성북구 정릉동 1033번지,0,0,1,1,0,1,0,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉골 연립주택 2단지,서울특별시 성북구 정릉동 757번지,1,0,1,1,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉골 연립주택 3단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉골 연립주택 4단지,서울특별시 성북구 정릉동 757번지,1,0,1,1,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉골 연립주택 5단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉골 연립주택 6단지,서울특별시 성북구 정릉동 757번지,1,0,1,0,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉골 연립주택 7단지,서울특별시 성북구 정릉동 757번지,1,0,0,0,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉골 연립주택 8단지,서울특별시 성북구 정릉동 757번지,1,0,0,0,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉공공주택,서울특별시 성북구 정릉동 894-22번지,0,0,1,1,1,1,0,1,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉대우아파트,서울특별시 성북구 정릉동 산1-151번지,0,0,0,0,1,0,0,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉동 218-1번지 일대 가로주택정비사업 아파트,서울특별시 성북구 정릉동 218-1번지,1,1,0,1,0,0,1,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉푸르지오아파트,서울특별시 성북구 정릉동 406번지,0,0,0,0,1,0,0,0,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
정릉하늘마루,서울특별시 성북구 정릉동 1054번지,0,0,1,1,1,1,0,1,성북구,정릉동,75935.0,0.04648712714821887,0.30271943109238164,0.1499967077105419,0.2585237374069928,35361.0,0.41130058539068465,0.24456321936596817,0.3441361952433472
제로에너지 주택 실증단지,서울특별시 노원구 하계동 251-9번지,0,0,1,1,1,0,0,0,노원구,하계동,46429.0,0.04191345926037606,0.2719851816752461,0.15094014516789075,0.24422236102435976,20393.0,0.37669788652969155,0.21796694944343648,0.405335164026872
제일캐슬,서울특별시 양천구 신월동 494-9번지,0,0,0,0,1,0,0,0,양천구,신월동,115824.0,0.05131924298936317,0.32121149330017956,0.10931240502831883,0.27818932172952066,53742.0,0.3931747981094861,0.2591083324029623,0.34771686948755165
젤라연립 재건축 신축공사,서울특별시 강서구 화곡동 812-26번지,0,0,0,0,1,0,0,0,강서구,화곡동,211821.0,0.043914437189891464,0.27118652069435983,0.14740748084467545,0.3204167669872203,107821.0,0.47628013095779115,0.24046336056983333,0.2832565084723755
조흥샛별 우방아파트,서울특별시 금천구 시흥동 270-4번지,0,0,0,0,1,0,0,0,금천구,시흥동,97978.0,0.0409275551654453,0.3422196819694217,0.11451550348037315,0.25746596174651454,47161.0,0.42170437437713365,0.2614660418566188,0.31682958376624754
종로구 구기동 공동주택 신축공사,서울특별시 종로구 구기동 88-2번지,1,0,1,0,0,0,1,0,종로구,구기동,5639.0,0.05497428622096116,0.3082106756517113,0.11278595495655258,0.24507891470118814,2255.0,0.28159645232815966,0.2620842572062084,0.4563192904656319
종암5구역주택재개발아파트,서울특별시 성북구 종암동 100-56번지,1,0,1,1,1,0,1,0,성북구,종암동,36877.0,0.0522005586137701,0.27854760419773844,0.14144317596333758,0.27003281177970007,16929.0,0.4056943706066513,0.2288380884872113,0.3654675409061374
종암6구역주택재개발,서울특별시 성북구 종암동 95-2번지,1,0,1,1,0,1,1,0,성북구,종암동,36877.0,0.0522005586137701,0.27854760419773844,0.14144317596333758,0.27003281177970007,16929.0,0.4056943706066513,0.2288380884872113,0.3654675409061374
종암동 개운산마을 가로주택정비사업,서울특별시 성북구 종암동 81-188번지,0,0,0,0,0,0,0,0,성북구,종암동,36877.0,0.0522005586137701,0.27854760419773844,0.14144317596333758,0.27003281177970007,16929.0,0.4056943706066513,0.2288380884872113,0.3654675409061374
