건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus
신월곡1구역,서울특별시 성북구 하월곡동 88-142번지,1,1,1,1,1,0,1,0,성북구,하월곡동,37942.0,0.05555848400189763,0.27507775025038217,0.13383585472563386,0.27787148806072426,17169.0,0.3957132040305201,0.23111421748500205,0.3731725784844778
신월동코아루2단지,서울특별시 양천구 신월동 1058번지,0,0,1,1,0,0,0,0,양천구,신월동,115824.0,0.05131924298936317,0.32121149330017956,0.10931240502831883,0.27818932172952066,53742.0,0.3931747981094861,0.2591083324029623,0.34771686948755165
신월에비뉴원,서울특별시 양천구 신월동 48-7번지,0,0,0,0,0,0,0,0,양천구,신월동,115824.0,0.05131924298936317,0.32121149330017956,0.10931240502831883,0.27818932172952066,53742.0,0.3931747981094861,0.2591083324029623,0.34771686948755165
신정 이펜하우스 2단지,서울특별시 양천구 신정동 블록,0,1,1,1,0,0,0,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정 이펜하우스 4단지,서울특별시 양천구 신정동 블록,0,1,1,1,0,0,0,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정 이펜하우스 5단지,서울특별시 양천구 신정동 블록,0,1,1,1,0,0,0,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정2 재정비촉진구역 1지구 주택재개발 아파트,서울특별시 양천구 신정동 1175-28번지,1,0,1,1,0,0,1,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정2 재정비촉진구역 1지구 주택재개발 정비사업,서울특별시 양천구 신정동 1175-28번지,1,1,1,1,0,1,1,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정2재정비촉진구역1지구주택재개발,서울특별시 양천구 신정동 1175-28번지,1,1,1,1,0,0,1,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정4 재정비촉진구역 재건축사업,서울특별시 양천구 신정동 1200-1번지,1,1,1,1,0,0,1,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정뉴타운 롯데캐슬,서울특별시 양천구 신월동 612-13번지,1,1,1,1,0,1,1,0,양천구,신월동,115824.0,0.05131924298936317,0.32121149330017956,0.10931240502831883,0.27818932172952066,53742.0,0.3931747981094861,0.2591083324029623,0.34771686948755165
신정도시마을주택,서울특별시 양천구 신정동 1289-2번지,1,0,1,0,0,0,1,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정동 수정아파트,서울특별시 양천구 신정동 733-31번지,1,0,1,1,1,0,1,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
신정재정비촉진지구 제1구역3지구 주택재개발정비사업,서울특별시 양천구 신월동 606-17번지,0,0,1,1,0,1,0,0,양천구,신월동,115824.0,0.05131924298936317,0.32121149330017956,0.10931240502831883,0.27818932172952066,53742.0,0.3931747981094861,0.2591083324029623,0.34771686948755165
쌍문동 137-94 공동주택 (쌍문동137번지지역주택조합),서울특별시 도봉구 쌍문동 137-94번지,0,0,0,0,0,0,0,0,도봉구,쌍문동,71803.0,0.04187847304430177,0.3291227386042366,0.12374134785454646,0.2606019247106667,33260.0,0.3839747444377631,0.26557426337943474,0.3504509921828022
쌍문동 716-36 드림시티 4차 아파트,서울특별시 도봉구 쌍문동 716-36번지,0,0,0,0,0,0,0,0,도봉구,쌍문동,71803.0,0.04187847304430177,0.3291227386042366,0.12374134785454646,0.2606019247106667,33260.0,0.3839747444377631,0.26557426337943474,0.3504509921828022
쌍문동 삼성래미안,서울특별시 도봉구 쌍문동 382번지,0,0,0,0,1,0,0,0,도봉구,쌍문동,71803.0,0.04187847304430177,0.3291227386042366,0.12374134785454646,0.2606019247106667,33260.0,0.3839747444377631,0.26557426337943474,0.3504509921828022
쌍문역 시티프라디움,서울특별시 도봉구 쌍문동 380-19번지,0,0,1,0,0,0,0,0,도봉구,쌍문동,71803.0,0.04187847304430177,0.3291227386042366,0.12374134785454646,0.2606019247106667,33260.0,0.3839747444377631,0.26557426337943474,0.3504509921828022
쌍용 더 플래티넘 용마산,서울특별시 중랑구 면목동 1548번지,0,0,1,0,0,0,0,0,중랑구,면목동,131788.0,0.04316781497556682,0.3180183324733663,0.12439675843020609,0.28782590220657417,68469.0,0.4805824533730593,0.2504198980560546,0.2689976485708861
쌍용예가클래식,서울특별시 서초구 방배동 776-3번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
아가토스9,서울특별시 관악구 봉천동 1595-7번지,0,0,0,0,1,0,0,0,관악구,봉천동,218346.0,0.03638720196385553,0.24119974719023934,0.22233061288047412,0.31205975836516353,127594.0,0.6105381130774175,0.1829474740191545,0.20651441290342806
아이유하임,서울특별시 금천구 독산동 1162번지,0,1,0,0,0,0,0,0,금천구,독산동,101166.0,0.04428365261056086,0.28154716011308145,0.1526995235553447,0.31177470691734377,55493.0,0.5390770007027913,0.22285693691096176,0.23806606238624692
아크로 리버 뷰 신반포,서울특별시 서초구 잠원동 64-8번지,1,1,1,1,0,1,1,0,서초구,잠원동,50209.0,0.06952936724491625,0.20199565814893744,0.11583580632954252,0.2963014598976279,18907.0,0.24869096101972815,0.19886814407362352,0.5524408949066484
아크로 삼성,서울특별시 강남구 삼성동 79번지,0,1,1,1,0,1,0,1,강남구,삼성동,41719.0,0.05901387856851794,0.20489465231669024,0.12361274239555119,0.33668112850260073,19022.0,0.4219324992114394,0.19461675954158342,0.3834507412469772
아크로리버파크,서울특별시 서초구 반포동 2-1번지,1,0,1,1,0,1,1,0,서초구,반포동,77882.0,0.08586066099997432,0.1960915230733674,0.10676407899129452,0.32015099766313143,30286.0,0.29482269035197783,0.19101234894010433,0.5141649607079178
아크로타워 스퀘어,서울특별시 영등포구 영등포동7가 145-8번지,1,1,1,1,0,0,1,0,영등포구,영등포동7가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
아파트,서울특별시 구로구 구로동 113-7번지,0,0,0,0,0,0,0,0,구로구,구로동,111925.0,0.04392226937681483,0.28707616707616707,0.14357828903283448,0.31217333035514855,60012.0,0.523628607611811,0.2224721722322202,0.25389922015596883
아파트 및 부대복리시설,서울특별시 강남구 일원동 615-1번지,1,0,1,1,0,1,1,0,강남구,일원동,47442.0,0.07164537751359555,0.2269508030858733,0.10872222924834535,0.3165338729395894,18557.0,0.2714339602306407,0.23295791345583877,0.4956081263135205
"아파트, 입주민쉼터(휴게실)",서울특별시 구로구 오류동 150-42번지,0,0,0,0,0,1,0,0,구로구,오류동,42619.0,0.04655200732067857,0.2975668129238133,0.14362138952110562,0.30371430582604003,21933.0,0.4863447772762504,0.23562668125655406,0.2780285414671955
아현아이파크,서울특별시 마포구 아현동 802번지,0,1,1,1,0,1,0,0,마포구,아현동,28131.0,0.08446198144395863,0.22949770715580675,0.12217837972343677,0.34552628772528526,12786.0,0.3768966056624433,0.24722352573126857,0.37587986860628814
아현역 푸르지오,서울특별시 서대문구 북아현동 174번지,1,1,1,1,0,0,1,0,서대문구,북아현동,27110.0,0.07211361121357433,0.2481741054961269,0.1267797860568056,0.31814828476576906,12552.0,0.40009560229445507,0.23526131293817718,0.36464308476736773
앙시레이크타워,서울특별시 송파구 잠실동 305번지,0,1,0,0,1,0,0,0,송파구,잠실동,104680.0,0.06673672143675966,0.22277416889568208,0.12027130301872373,0.315284677111196,42970.0,0.3256225273446591,0.2103327903188271,0.46404468233651386
애오개아이파크,서울특별시 마포구 아현동 780번지,0,0,0,0,1,0,0,0,마포구,아현동,28131.0,0.08446198144395863,0.22949770715580675,0.12217837972343677,0.34552628772528526,12786.0,0.3768966056624433,0.24722352573126857,0.37587986860628814
양원 금호어울림 포레스트,서울특별시 중랑구 망우동 블록,1,1,1,1,0,0,1,0,중랑구,망우동,53280.0,0.06022897897897898,0.30929054054054056,0.1154466966966967,0.29752252252252254,27021.0,0.47418674364383256,0.2365937604085711,0.28921949594759633
양재동 역세권 청년주택,서울특별시 서초구 양재동 산17-7번지,1,1,0,0,0,0,1,1,서초구,양재동,34799.0,0.046926635822868476,0.24336906232937727,0.1391131929078422,0.35046984108738755,17869.0,0.5044490458335665,0.21142761206558844,0.28412334210084506
양재동(102번지)임대아파트,서울특별시 서초구 양재동 102번지,0,1,1,1,0,0,0,0,서초구,양재동,34799.0,0.046926635822868476,0.24336906232937727,0.1391131929078422,0.35046984108738755,17869.0,0.5044490458335665,0.21142761206558844,0.28412334210084506
양재동(212번지)임대아파트,서울특별시 서초구 양재동 212번지,1,0,1,1,0,0,1,0,서초구,양재동,34799.0,0.046926635822868476,0.24336906232937727,0.1391131929078422,0.35046984108738755,17869.0,0.5044490458335665,0.21142761206558844,0.28412334210084506
양재리본타워1단지,서울특별시 서초구 양재동 102번지,0,1,1,1,0,0,0,0,서초구,양재동,34799.0,0.046926635822868476,0.24336906232937727,0.1391131929078422,0.35046984108738755,17869.0,0.5044490458335665,0.21142761206558844,0.28412334210084506
양재리본타워2단지,서울특별시 서초구 양재동 212번지,1,0,1,1,0,0,1,0,서초구,양재동,34799.0,0.046926635822868476,0.24336906232937727,0.1391131929078422,0.35046984108738755,17869.0,0.5044490458335665,0.21142761206558844,0.28412334210084506
양재역세권2030청년주택(민간건축물),서울특별시 서초구 서초동 1365-8번지,0,0,0,0,0,0,0,0,서초구,서초동,104990.0,0.06323459377083532,0.2129345651966854,0.13596533003143157,0.32726926373940374,46673.0,0.4094658582049579,0.1912883251558717,0.3992458166391704
양지대림아파트,서울특별시 노원구 중계동 587-1번지,0,0,0,1,0,0,0,0,노원구,중계동,98963.0,0.049745864616068634,0.2518011782181219,0.11191051200953891,0.26082475268534705,39889.0,0.29514402466845496,0.23194364361102057,0.47291233172052444
양천구 신정동 도시형생활주택(원룸형 아파트),서울특별시 양천구 신정동 119-2번지,0,0,0,0,0,0,0,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
양천중앙하이츠,서울특별시 양천구 신정동 1314번지,0,0,1,1,0,0,0,0,양천구,신정동,169239.0,0.05630498880281732,0.25774200982043144,0.11717157392799532,0.27863553908968974,69277.0,0.3077356121079146,0.23247253778310262,0.45979185010898277
양평 유성빌라 가오주택정비사업,서울특별시 영등포구 양평동6가 84번지,1,0,0,0,0,0,1,0,영등포구,양평동6가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
양평 제11구역 도시환경정비사업 아파트신축공사,서울특별시 영등포구 양평동1가 148-8번지,0,0,0,0,0,0,0,0,영등포구,양평동1가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
양평동1차 태승훼미리 아파트,서울특별시 영등포구 양평동3가 103번지,0,0,1,0,0,0,0,0,영등포구,양평동3가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
양평역 미소지움,서울특별시 영등포구 양평동3가 29-1번지,0,0,1,0,0,1,0,0,영등포구,양평동3가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
양평제12구역 도시환경정비사업 공동주택,서울특별시 영등포구 양평동1가 265-1번지,0,1,1,1,0,0,0,0,영등포구,양평동1가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
양평제12구역아파트,서울특별시 영등포구 양평동1가 243-1번지,1,1,1,1,0,1,1,0,영등포구,양평동1가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
어스빌리지,서울특별시 구로구 궁동 136-12번지,0,0,0,0,0,0,0,0,구로구,궁동,13757.0,0.0447772043323399,0.32805117394780836,0.11703132950497928,0.2600857745147925,6231.0,0.36334456748515487,0.27908842882362384,0.3575670036912213
어쩌다집 @상암,서울특별시 마포구 상암동 31번지,0,0,0,0,0,0,0,0,마포구,상암동,29267.0,0.0598284757576793,0.21696791608296034,0.14367717907540917,0.2855434448354802,12746.0,0.3786285893613683,0.21371410638631727,0.40765730425231445
에드가 상계,서울특별시 노원구 상계동 1412번지,0,1,0,0,0,1,0,1,노원구,상계동,193642.0,0.051156257423492835,0.29381022712014954,0.12056268784664484,0.2783125561603371,86328.0,0.35172829209526457,0.26686590677416366,0.38140580113057176
에드가 수유,서울특별시 강북구 수유동 47-52번지,0,1,0,0,0,0,0,1,강북구,수유동,99364.0,0.03354333561450827,0.3479731089730687,0.13372046213920535,0.2554949478684433,52248.0,0.4934351554126474,0.24626779972439136,0.26029704486296124
에드가 휘경,서울특별시 동대문구 휘경동 381번지,0,0,0,0,0,1,0,1,동대문구,휘경동,37252.0,0.04056158058627725,0.23834961881241276,0.24914098571888757,0.25915387093310427,20325.0,0.564920049200492,0.18519065190651907,0.24988929889298894
에비뉴원 마포,서울특별시 마포구 망원동 439-5번지,1,1,1,0,0,1,1,0,마포구,망원동,36014.0,0.03951241183984006,0.25903815182984397,0.148386738490587,0.33142666740711946,18379.0,0.4730942923989336,0.2494150933130203,0.27749061428804617
에스유1025-A,서울특별시 노원구 상계동 1025-32번지,0,0,0,0,0,0,0,0,노원구,상계동,193642.0,0.051156257423492835,0.29381022712014954,0.12056268784664484,0.2783125561603371,86328.0,0.35172829209526457,0.26686590677416366,0.38140580113057176
에스유1025비,서울특별시 노원구 상계동 1025-40번지,0,0,0,0,0,0,0,0,노원구,상계동,193642.0,0.051156257423492835,0.29381022712014954,0.12056268784664484,0.2783125561603371,86328.0,0.35172829209526457,0.26686590677416366,0.38140580113057176
에피소드 수유 838,서울특별시 강북구 수유동 740번지,0,0,0,0,0,0,0,0,강북구,수유동,99364.0,0.03354333561450827,0.3479731089730687,0.13372046213920535,0.2554949478684433,52248.0,0.4934351554126474,0.24626779972439136,0.26029704486296124
엘지한강자이아파트,서울특별시 용산구 이촌동 430번지,0,0,0,0,1,0,0,0,용산구,이촌동,32150.0,0.07657853810264385,0.2663763608087092,0.10096423017107309,0.29157076205287713,12662.0,0.2442742062865266,0.2597535934291581,0.49597220028431527
여의도 대교아파트 재건축정비사업,서울특별시 영등포구 여의도동 41번지,1,1,1,1,0,0,1,0,영등포구,여의도동,33397.0,0.06817977662664311,0.27011408210318294,0.1065365152558613,0.3096685331017756,14151.0,0.3230867076531694,0.24492968694791886,0.43198360539891173
여의도 한양아파트 주택재건축 정비사업,서울특별시 영등포구 여의도동 42번지,1,1,1,1,0,0,1,0,영등포구,여의도동,33397.0,0.06817977662664311,0.27011408210318294,0.1065365152558613,0.3096685331017756,14151.0,0.3230867076531694,0.24492968694791886,0.43198360539891173
